amount,bill_usage,service,tran_date,account
90.46,1900,WATER,30-09-15,14-7887E
117.11,2400,WATER,31-10-15,14-7887E
58.3,1200,WATER,30-11-15,14-7887E
42.7,800,WATER,31-12-15,14-7887E
32.2,500,WATER,31-01-16,14-7887E
46.2,900,WATER,29-02-16,14-7887E
28.7,400,WATER,31-03-16,14-7887E
42.7,800,WATER,30-04-16,14-7887E
46.2,900,WATER,31-05-16,14-7887E
49.7,1000,WATER,30-06-16,14-7887E
0,0,PWS,31-07-15,14-7887E
0,0,PWS,31-08-15,14-7887E
7.22,1900,PWS,30-09-15,14-7887E
9.36,2400,PWS,31-10-15,14-7887E
3.72,1200,PWS,30-11-15,14-7887E
3.2,800,PWS,31-12-15,14-7887E
1.55,500,PWS,31-01-16,14-7887E
0,0,PWS,29-02-16,14-7887E
0,0,PWS,31-03-16,14-7887E
0,0,PWS,30-04-16,14-7887E
3.42,900,PWS,31-05-16,14-7887E
5,1000,PWS,30-06-16,14-7887E
14.7,0,WATER,31-07-15,11-7853N
14.7,0,WATER,31-08-15,11-7853N
14.7,0,WATER,30-09-15,11-7853N
14.7,0,WATER,31-10-15,11-7853N
14.7,0,WATER,30-11-15,11-7853N
14.7,0,WATER,31-12-15,11-7853N
14.7,0,WATER,31-01-16,11-7853N
14.7,0,WATER,29-02-16,11-7853N
14.7,0,WATER,31-03-16,11-7853N
14.7,0,WATER,30-04-16,11-7853N
14.7,0,WATER,31-05-16,11-7853N
14.7,0,WATER,30-06-16,11-7853N
0,0,PWS,31-07-15,11-7853N
0,0,PWS,31-08-15,11-7853N
0,0,PWS,30-09-15,11-7853N
0,0,PWS,31-10-15,11-7853N
0,0,PWS,30-11-15,11-7853N
0,0,PWS,31-12-15,11-7853N
0,0,PWS,31-01-16,11-7853N
0,0,PWS,29-02-16,11-7853N
0,0,PWS,31-03-16,11-7853N
0,0,PWS,30-04-16,11-7853N
0,0,PWS,31-05-16,11-7853N
0,0,PWS,30-06-16,11-7853N
14.7,0,WATER,31-08-15,13-6322F
159.75,3200,WATER,30-09-15,13-6322F
143.76,2900,WATER,31-10-15,13-6322F
138.43,2800,WATER,30-11-15,13-6322F
106.45,2200,WATER,31-12-15,13-6322F
133.1,2700,WATER,31-01-16,13-6322F
71.2,1500,WATER,29-02-16,13-6322F
95.79,2000,WATER,31-03-16,13-6322F
154.42,3100,WATER,30-04-16,13-6322F
138.43,2800,WATER,31-05-16,13-6322F
165.08,3300,WATER,30-06-16,13-6322F
2.81,0,DWELLING C,31-08-15,13-6322F
5.62,0,DWELLING C,31-03-16,13-6322F
5.62,0,DWELLING C,30-04-16,13-6322F
5.62,0,DWELLING C,31-05-16,13-6322F
5.62,0,DWELLING C,30-06-16,13-6322F
0,0,PWS,31-08-15,13-6322F
12.16,3200,PWS,30-09-15,13-6322F
11.31,2900,PWS,31-10-15,13-6322F
8.68,2800,PWS,30-11-15,13-6322F
8.8,2200,PWS,31-12-15,13-6322F
8.37,2700,PWS,31-01-16,13-6322F
0,0,PWS,29-02-16,13-6322F
0,0,PWS,31-03-16,13-6322F
0,0,PWS,30-04-16,13-6322F
10.64,2800,PWS,31-05-16,13-6322F
16.5,3300,PWS,30-06-16,13-6322F
127.77,2600,WATER,31-07-15,8-4359R
127.77,2600,WATER,31-08-15,8-4359R
2.81,0,DWELLING C,31-07-15,8-4359R
2.81,0,DWELLING C,31-08-15,8-4359R
0,0,PWS,31-07-15,8-4359R
0,0,PWS,31-08-15,8-4359R
58.3,1200,WATER,31-07-15,6-7264Q
58.3,1200,WATER,31-08-15,6-7264Q
54,1100,WATER,30-09-15,6-7264Q
62.6,1300,WATER,31-10-15,6-7264Q
62.6,1300,WATER,30-11-15,6-7264Q
75.5,1600,WATER,31-12-15,6-7264Q
54,1100,WATER,31-01-16,6-7264Q
58.3,1200,WATER,29-02-16,6-7264Q
49.7,1000,WATER,31-03-16,6-7264Q
85.13,1800,WATER,30-04-16,6-7264Q
117.11,2400,WATER,31-05-16,6-7264Q
138.43,2800,WATER,30-06-16,6-7264Q
0,0,PWS,31-07-15,6-7264Q
0,0,PWS,31-08-15,6-7264Q
4.18,1100,PWS,30-09-15,6-7264Q
5.07,1300,PWS,31-10-15,6-7264Q
4.03,1300,PWS,30-11-15,6-7264Q
6.4,1600,PWS,31-12-15,6-7264Q
3.41,1100,PWS,31-01-16,6-7264Q
0,0,PWS,29-02-16,6-7264Q
0,0,PWS,31-03-16,6-7264Q
0,0,PWS,30-04-16,6-7264Q
9.12,2400,PWS,31-05-16,6-7264Q
14,2800,PWS,30-06-16,6-7264Q
239.7,4700,WATER,31-07-15,13-1906G
207.72,4100,WATER,31-08-15,13-1906G
191.73,3800,WATER,30-09-15,13-1906G
255.69,5000,WATER,31-10-15,13-1906G
191.73,3800,WATER,30-11-15,13-1906G
117.11,2400,WATER,31-12-15,13-1906G
90.46,1900,WATER,31-01-16,13-1906G
85.13,1800,WATER,29-02-16,13-1906G
62.6,1300,WATER,31-03-16,13-1906G
154.42,3100,WATER,30-04-16,13-1906G
191.73,3800,WATER,31-05-16,13-1906G
207.72,4100,WATER,30-06-16,13-1906G
0,0,PWS,31-07-15,13-1906G
0,0,PWS,31-08-15,13-1906G
14.44,3800,PWS,30-09-15,13-1906G
19.5,5000,PWS,31-10-15,13-1906G
11.78,3800,PWS,30-11-15,13-1906G
9.6,2400,PWS,31-12-15,13-1906G
5.89,1900,PWS,31-01-16,13-1906G
0,0,PWS,29-02-16,13-1906G
0,0,PWS,31-03-16,13-1906G
0,0,PWS,30-04-16,13-1906G
14.44,3800,PWS,31-05-16,13-1906G
20.5,4100,PWS,30-06-16,13-1906G
197.06,3900,WATER,31-07-15,8-7997X
229.04,4500,WATER,31-08-15,8-7997X
229.04,4500,WATER,30-09-15,8-7997X
288.39,5500,WATER,31-10-15,8-7997X
207.72,4100,WATER,30-11-15,8-7997X
143.76,2900,WATER,31-12-15,8-7997X
245.03,4800,WATER,31-01-16,8-7997X
106.45,2200,WATER,29-02-16,8-7997X
95.79,2000,WATER,31-03-16,8-7997X
159.75,3200,WATER,30-04-16,8-7997X
165.08,3300,WATER,31-05-16,8-7997X
143.76,2900,WATER,30-06-16,8-7997X
0,0,PWS,31-07-15,8-7997X
0,0,PWS,31-08-15,8-7997X
17.1,4500,PWS,30-09-15,8-7997X
21.45,5500,PWS,31-10-15,8-7997X
12.71,4100,PWS,30-11-15,8-7997X
11.6,2900,PWS,31-12-15,8-7997X
14.88,4800,PWS,31-01-16,8-7997X
0,0,PWS,29-02-16,8-7997X
0,0,PWS,31-03-16,8-7997X
0,0,PWS,30-04-16,8-7997X
12.54,3300,PWS,31-05-16,8-7997X
14.5,2900,PWS,30-06-16,8-7997X
186.4,3700,WATER,31-07-15,10-1620N
54,1100,WATER,31-08-15,10-1620N
39.2,700,WATER,30-09-15,10-1620N
58.3,1200,WATER,31-10-15,10-1620N
49.7,1000,WATER,30-11-15,10-1620N
35.7,600,WATER,31-12-15,10-1620N
39.2,700,WATER,31-01-16,10-1620N
28.7,400,WATER,29-02-16,10-1620N
39.2,700,WATER,31-03-16,10-1620N
28.7,400,WATER,30-04-16,10-1620N
58.3,1200,WATER,31-05-16,10-1620N
49.7,1000,WATER,30-06-16,10-1620N
0,0,PWS,31-07-15,10-1620N
0,0,PWS,31-08-15,10-1620N
2.66,700,PWS,30-09-15,10-1620N
4.68,1200,PWS,31-10-15,10-1620N
3.1,1000,PWS,30-11-15,10-1620N
2.4,600,PWS,31-12-15,10-1620N
2.17,700,PWS,31-01-16,10-1620N
0,0,PWS,29-02-16,10-1620N
0,0,PWS,31-03-16,10-1620N
0,0,PWS,30-04-16,10-1620N
4.56,1200,PWS,31-05-16,10-1620N
5,1000,PWS,30-06-16,10-1620N
32.2,500,WATER,31-07-15,7-7902B
39.2,700,WATER,31-08-15,7-7902B
32.2,500,WATER,30-09-15,7-7902B
42.7,800,WATER,31-10-15,7-7902B
32.2,500,WATER,30-11-15,7-7902B
35.7,600,WATER,31-12-15,7-7902B
28.7,400,WATER,31-01-16,7-7902B
21.7,200,WATER,29-02-16,7-7902B
21.7,200,WATER,31-03-16,7-7902B
28.7,400,WATER,30-04-16,7-7902B
28.7,400,WATER,31-05-16,7-7902B
35.7,600,WATER,30-06-16,7-7902B
0,0,PWS,31-07-15,7-7902B
0,0,PWS,31-08-15,7-7902B
1.9,500,PWS,30-09-15,7-7902B
3.12,800,PWS,31-10-15,7-7902B
1.55,500,PWS,30-11-15,7-7902B
2.4,600,PWS,31-12-15,7-7902B
1.24,400,PWS,31-01-16,7-7902B
0,0,PWS,29-02-16,7-7902B
0,0,PWS,31-03-16,7-7902B
0,0,PWS,30-04-16,7-7902B
1.52,400,PWS,31-05-16,7-7902B
3,600,PWS,30-06-16,7-7902B
101.12,2100,WATER,31-07-15,6-7555L
143.76,2900,WATER,31-08-15,6-7555L
111.78,2300,WATER,30-09-15,6-7555L
85.13,1800,WATER,31-10-15,6-7555L
66.9,1400,WATER,30-11-15,6-7555L
66.9,1400,WATER,31-12-15,6-7555L
49.7,1000,WATER,31-01-16,6-7555L
46.2,900,WATER,29-02-16,6-7555L
42.7,800,WATER,31-03-16,6-7555L
71.2,1500,WATER,30-04-16,6-7555L
79.8,1700,WATER,31-05-16,6-7555L
106.45,2200,WATER,30-06-16,6-7555L
0,0,PWS,31-07-15,6-7555L
0,0,PWS,31-08-15,6-7555L
8.74,2300,PWS,30-09-15,6-7555L
7.02,1800,PWS,31-10-15,6-7555L
4.34,1400,PWS,30-11-15,6-7555L
5.6,1400,PWS,31-12-15,6-7555L
3.1,1000,PWS,31-01-16,6-7555L
0,0,PWS,29-02-16,6-7555L
0,0,PWS,31-03-16,6-7555L
0,0,PWS,30-04-16,6-7555L
6.46,1700,PWS,31-05-16,6-7555L
11,2200,PWS,30-06-16,6-7555L
154.42,3100,WATER,31-07-15,4-1377Z
175.74,3500,WATER,31-08-15,4-1377Z
133.1,2700,WATER,30-09-15,4-1377Z
149.09,3000,WATER,31-10-15,4-1377Z
127.77,2600,WATER,30-11-15,4-1377Z
101.12,2100,WATER,31-12-15,4-1377Z
25.2,300,WATER,31-01-16,4-1377Z
39.2,700,WATER,29-02-16,4-1377Z
49.7,1000,WATER,31-03-16,4-1377Z
138.43,2800,WATER,30-04-16,4-1377Z
122.44,2500,WATER,31-05-16,4-1377Z
95.79,2000,WATER,30-06-16,4-1377Z
0,0,PWS,31-07-15,4-1377Z
0,0,PWS,31-08-15,4-1377Z
10.26,2700,PWS,30-09-15,4-1377Z
11.7,3000,PWS,31-10-15,4-1377Z
8.06,2600,PWS,30-11-15,4-1377Z
8.4,2100,PWS,31-12-15,4-1377Z
0.93,300,PWS,31-01-16,4-1377Z
0,0,PWS,29-02-16,4-1377Z
0,0,PWS,31-03-16,4-1377Z
0,0,PWS,30-04-16,4-1377Z
9.5,2500,PWS,31-05-16,4-1377Z
10,2000,PWS,30-06-16,4-1377Z
170.41,3400,WATER,31-07-15,14-1184S
340.71,6300,WATER,31-08-15,14-1184S
334.17,6200,WATER,30-09-15,14-1184S
154.42,3100,WATER,31-10-15,14-1184S
85.13,1800,WATER,30-11-15,14-1184S
79.8,1700,WATER,31-12-15,14-1184S
25.2,300,WATER,31-01-16,14-1184S
28.7,400,WATER,29-02-16,14-1184S
25.2,300,WATER,31-03-16,14-1184S
66.9,1400,WATER,30-04-16,14-1184S
54,1100,WATER,31-05-16,14-1184S
79.8,1700,WATER,30-06-16,14-1184S
0,0,PWS,31-07-15,14-1184S
0,0,PWS,31-08-15,14-1184S
23.56,6200,PWS,30-09-15,14-1184S
12.09,3100,PWS,31-10-15,14-1184S
5.58,1800,PWS,30-11-15,14-1184S
6.8,1700,PWS,31-12-15,14-1184S
0.93,300,PWS,31-01-16,14-1184S
0,0,PWS,29-02-16,14-1184S
0,0,PWS,31-03-16,14-1184S
0,0,PWS,30-04-16,14-1184S
4.18,1100,PWS,31-05-16,14-1184S
8.5,1700,PWS,30-06-16,14-1184S
143.76,2900,WATER,31-07-15,15-2278J
39.2,700,WATER,31-08-15,15-2278J
28.7,400,WATER,30-09-15,15-2278J
39.2,700,WATER,31-10-15,15-2278J
54,1100,WATER,30-11-15,15-2278J
49.7,1000,WATER,31-12-15,15-2278J
46.2,900,WATER,31-01-16,15-2278J
25.2,300,WATER,29-02-16,15-2278J
49.7,1000,WATER,31-03-16,15-2278J
28.7,400,WATER,30-04-16,15-2278J
62.6,1300,WATER,31-05-16,15-2278J
71.2,1500,WATER,30-06-16,15-2278J
0,0,PWS,31-07-15,15-2278J
0,0,PWS,31-08-15,15-2278J
1.52,400,PWS,30-09-15,15-2278J
2.73,700,PWS,31-10-15,15-2278J
3.41,1100,PWS,30-11-15,15-2278J
4,1000,PWS,31-12-15,15-2278J
2.79,900,PWS,31-01-16,15-2278J
0,0,PWS,29-02-16,15-2278J
0,0,PWS,31-03-16,15-2278J
0,0,PWS,30-04-16,15-2278J
4.94,1300,PWS,31-05-16,15-2278J
7.5,1500,PWS,30-06-16,15-2278J
54,1100,WATER,31-07-15,10-7182P
85.13,1800,WATER,31-08-15,10-7182P
58.3,1200,WATER,30-09-15,10-7182P
42.7,800,WATER,31-10-15,10-7182P
62.6,1300,WATER,30-11-15,10-7182P
39.2,700,WATER,31-12-15,10-7182P
25.2,300,WATER,31-01-16,10-7182P
21.7,200,WATER,29-02-16,10-7182P
25.2,300,WATER,31-03-16,10-7182P
28.7,400,WATER,30-04-16,10-7182P
49.7,1000,WATER,31-05-16,10-7182P
42.7,800,WATER,30-06-16,10-7182P
0,0,PWS,31-07-15,10-7182P
0,0,PWS,31-08-15,10-7182P
4.56,1200,PWS,30-09-15,10-7182P
3.12,800,PWS,31-10-15,10-7182P
4.03,1300,PWS,30-11-15,10-7182P
2.8,700,PWS,31-12-15,10-7182P
0.93,300,PWS,31-01-16,10-7182P
0,0,PWS,29-02-16,10-7182P
0,0,PWS,31-03-16,10-7182P
0,0,PWS,30-04-16,10-7182P
3.8,1000,PWS,31-05-16,10-7182P
4,800,PWS,30-06-16,10-7182P
39.2,700,WATER,31-07-15,9-2344J
39.2,700,WATER,31-08-15,9-2344J
32.2,500,WATER,30-09-15,9-2344J
35.7,600,WATER,31-10-15,9-2344J
28.7,400,WATER,30-11-15,9-2344J
28.7,400,WATER,31-12-15,9-2344J
18.2,100,WATER,31-01-16,9-2344J
21.7,200,WATER,29-02-16,9-2344J
21.7,200,WATER,31-03-16,9-2344J
25.2,300,WATER,30-04-16,9-2344J
21.7,200,WATER,31-05-16,9-2344J
25.2,300,WATER,30-06-16,9-2344J
0,0,PWS,31-07-15,9-2344J
0,0,PWS,31-08-15,9-2344J
1.9,500,PWS,30-09-15,9-2344J
2.34,600,PWS,31-10-15,9-2344J
1.24,400,PWS,30-11-15,9-2344J
1.6,400,PWS,31-12-15,9-2344J
0.31,100,PWS,31-01-16,9-2344J
0,0,PWS,29-02-16,9-2344J
0,0,PWS,31-03-16,9-2344J
0,0,PWS,30-04-16,9-2344J
0.76,200,PWS,31-05-16,9-2344J
1.5,300,PWS,30-06-16,9-2344J
207.72,4100,WATER,31-07-15,5-4657V
122.44,2500,WATER,31-08-15,5-4657V
101.12,2100,WATER,30-09-15,5-4657V
133.1,2700,WATER,31-10-15,5-4657V
95.79,2000,WATER,30-11-15,5-4657V
95.79,2000,WATER,31-12-15,5-4657V
75.5,1600,WATER,31-01-16,5-4657V
28.7,400,WATER,29-02-16,5-4657V
54,1100,WATER,31-03-16,5-4657V
95.79,2000,WATER,30-04-16,5-4657V
79.8,1700,WATER,31-05-16,5-4657V
90.46,1900,WATER,30-06-16,5-4657V
0,0,PWS,31-07-15,5-4657V
0,0,PWS,31-08-15,5-4657V
7.98,2100,PWS,30-09-15,5-4657V
10.53,2700,PWS,31-10-15,5-4657V
6.2,2000,PWS,30-11-15,5-4657V
8,2000,PWS,31-12-15,5-4657V
4.96,1600,PWS,31-01-16,5-4657V
0,0,PWS,29-02-16,5-4657V
0,0,PWS,31-03-16,5-4657V
0,0,PWS,30-04-16,5-4657V
6.46,1700,PWS,31-05-16,5-4657V
9.5,1900,PWS,30-06-16,5-4657V
14.7,0,WATER,31-05-16,3-7675S
35.7,600,WATER,30-06-16,3-7675S
0,0,PWS,31-05-16,3-7675S
3,600,PWS,30-06-16,3-7675S
28.7,400,WATER,31-07-15,14-7132Y
28.7,400,WATER,31-08-15,14-7132Y
25.2,300,WATER,30-09-15,14-7132Y
25.2,300,WATER,31-10-15,14-7132Y
32.2,500,WATER,30-11-15,14-7132Y
28.7,400,WATER,31-12-15,14-7132Y
28.7,400,WATER,31-01-16,14-7132Y
25.2,300,WATER,29-02-16,14-7132Y
18.2,100,WATER,31-03-16,14-7132Y
18.2,100,WATER,30-04-16,14-7132Y
21.7,200,WATER,31-05-16,14-7132Y
0,0,PWS,31-07-15,14-7132Y
0,0,PWS,31-08-15,14-7132Y
1.14,300,PWS,30-09-15,14-7132Y
1.17,300,PWS,31-10-15,14-7132Y
1.55,500,PWS,30-11-15,14-7132Y
1.6,400,PWS,31-12-15,14-7132Y
1.24,400,PWS,31-01-16,14-7132Y
0,0,PWS,29-02-16,14-7132Y
0,0,PWS,31-03-16,14-7132Y
0,0,PWS,30-04-16,14-7132Y
0,0,PWS,31-05-16,14-7132Y
66.9,1400,WATER,31-07-15,2-9982P
39.2,700,WATER,31-08-15,2-9982P
39.2,700,WATER,30-09-15,2-9982P
62.6,1300,WATER,31-10-15,2-9982P
95.79,2000,WATER,30-11-15,2-9982P
54,1100,WATER,31-12-15,2-9982P
58.3,1200,WATER,31-01-16,2-9982P
46.2,900,WATER,29-02-16,2-9982P
35.7,600,WATER,31-03-16,2-9982P
35.7,600,WATER,30-04-16,2-9982P
49.7,1000,WATER,31-05-16,2-9982P
49.7,1000,WATER,30-06-16,2-9982P
0,0,PWS,31-07-15,2-9982P
0,0,PWS,31-08-15,2-9982P
2.66,700,PWS,30-09-15,2-9982P
5.07,1300,PWS,31-10-15,2-9982P
6.2,2000,PWS,30-11-15,2-9982P
4.4,1100,PWS,31-12-15,2-9982P
3.72,1200,PWS,31-01-16,2-9982P
0,0,PWS,29-02-16,2-9982P
0,0,PWS,31-03-16,2-9982P
0,0,PWS,30-04-16,2-9982P
3.8,1000,PWS,31-05-16,2-9982P
5,1000,PWS,30-06-16,2-9982P
18.2,100,WATER,31-03-16,6-5971D
25.2,300,WATER,30-04-16,6-5971D
46.2,900,WATER,31-05-16,6-5971D
90.46,1900,WATER,30-06-16,6-5971D
0,0,PWS,31-03-16,6-5971D
0,0,PWS,30-04-16,6-5971D
3.42,900,PWS,31-05-16,6-5971D
9.5,1900,PWS,30-06-16,6-5971D
58.3,1200,WATER,31-07-15,7-3028G
71.2,1500,WATER,31-08-15,7-3028G
58.3,1200,WATER,30-09-15,7-3028G
79.8,1700,WATER,31-10-15,7-3028G
54,1100,WATER,30-11-15,7-3028G
39.2,700,WATER,31-12-15,7-3028G
58.3,1200,WATER,31-01-16,7-3028G
32.2,500,WATER,29-02-16,7-3028G
0,0,PWS,31-07-15,7-3028G
0,0,PWS,31-08-15,7-3028G
4.56,1200,PWS,30-09-15,7-3028G
6.63,1700,PWS,31-10-15,7-3028G
3.41,1100,PWS,30-11-15,7-3028G
2.8,700,PWS,31-12-15,7-3028G
3.72,1200,PWS,31-01-16,7-3028G
1.55,500,PWS,29-02-16,7-3028G
117.11,2400,WATER,31-07-15,2-8577H
58.3,1200,WATER,31-08-15,2-8577H
62.6,1300,WATER,30-09-15,2-8577H
62.6,1300,WATER,31-10-15,2-8577H
54,1100,WATER,30-11-15,2-8577H
49.7,1000,WATER,31-12-15,2-8577H
39.2,700,WATER,31-01-16,2-8577H
28.7,400,WATER,29-02-16,2-8577H
25.2,300,WATER,31-03-16,2-8577H
28.7,400,WATER,30-04-16,2-8577H
39.2,700,WATER,31-05-16,2-8577H
58.3,1200,WATER,30-06-16,2-8577H
0,0,PWS,31-07-15,2-8577H
0,0,PWS,31-08-15,2-8577H
4.94,1300,PWS,30-09-15,2-8577H
5.07,1300,PWS,31-10-15,2-8577H
3.41,1100,PWS,30-11-15,2-8577H
4,1000,PWS,31-12-15,2-8577H
2.17,700,PWS,31-01-16,2-8577H
0,0,PWS,29-02-16,2-8577H
0,0,PWS,31-03-16,2-8577H
0,0,PWS,30-04-16,2-8577H
2.66,700,PWS,31-05-16,2-8577H
6,1200,PWS,30-06-16,2-8577H
127.77,2600,WATER,31-07-15,3-4333J
95.79,2000,WATER,31-08-15,3-4333J
79.8,1700,WATER,30-09-15,3-4333J
79.8,1700,WATER,31-10-15,3-4333J
75.5,1600,WATER,30-11-15,3-4333J
54,1100,WATER,31-12-15,3-4333J
46.2,900,WATER,31-01-16,3-4333J
39.2,700,WATER,29-02-16,3-4333J
32.2,500,WATER,31-03-16,3-4333J
42.7,800,WATER,30-04-16,3-4333J
46.2,900,WATER,31-05-16,3-4333J
46.2,900,WATER,30-06-16,3-4333J
0,0,PWS,31-07-15,3-4333J
0,0,PWS,31-08-15,3-4333J
6.46,1700,PWS,30-09-15,3-4333J
6.63,1700,PWS,31-10-15,3-4333J
4.96,1600,PWS,30-11-15,3-4333J
4.4,1100,PWS,31-12-15,3-4333J
2.79,900,PWS,31-01-16,3-4333J
0,0,PWS,29-02-16,3-4333J
0,0,PWS,31-03-16,3-4333J
0,0,PWS,30-04-16,3-4333J
3.42,900,PWS,31-05-16,3-4333J
4.5,900,PWS,30-06-16,3-4333J
181.07,3600,WATER,31-07-15,3-9000H
138.43,2800,WATER,31-08-15,3-9000H
95.79,2000,WATER,30-09-15,3-9000H
122.44,2500,WATER,31-10-15,3-9000H
85.13,1800,WATER,30-11-15,3-9000H
62.6,1300,WATER,31-12-15,3-9000H
54,1100,WATER,31-01-16,3-9000H
58.3,1200,WATER,29-02-16,3-9000H
42.7,800,WATER,31-03-16,3-9000H
75.5,1600,WATER,30-04-16,3-9000H
79.8,1700,WATER,31-05-16,3-9000H
95.79,2000,WATER,30-06-16,3-9000H
0,0,PWS,31-07-15,3-9000H
0,0,PWS,31-08-15,3-9000H
7.6,2000,PWS,30-09-15,3-9000H
9.75,2500,PWS,31-10-15,3-9000H
5.58,1800,PWS,30-11-15,3-9000H
5.2,1300,PWS,31-12-15,3-9000H
3.41,1100,PWS,31-01-16,3-9000H
0,0,PWS,29-02-16,3-9000H
0,0,PWS,31-03-16,3-9000H
0,0,PWS,30-04-16,3-9000H
6.46,1700,PWS,31-05-16,3-9000H
10,2000,PWS,30-06-16,3-9000H
90.46,1900,WATER,31-07-15,8-8132X
66.9,1400,WATER,31-08-15,8-8132X
54,1100,WATER,30-09-15,8-8132X
75.5,1600,WATER,31-10-15,8-8132X
58.3,1200,WATER,30-11-15,8-8132X
90.46,1900,WATER,31-12-15,8-8132X
21.7,200,WATER,31-01-16,8-8132X
35.7,600,WATER,29-02-16,8-8132X
39.2,700,WATER,31-03-16,8-8132X
49.7,1000,WATER,30-04-16,8-8132X
46.2,900,WATER,31-05-16,8-8132X
62.6,1300,WATER,30-06-16,8-8132X
2.81,0,DWELLING C,31-07-15,8-8132X
2.81,0,DWELLING C,31-08-15,8-8132X
5.62,0,DWELLING C,31-03-16,8-8132X
5.62,0,DWELLING C,30-04-16,8-8132X
5.62,0,DWELLING C,31-05-16,8-8132X
5.62,0,DWELLING C,30-06-16,8-8132X
0,0,PWS,31-07-15,8-8132X
0,0,PWS,31-08-15,8-8132X
4.18,1100,PWS,30-09-15,8-8132X
6.24,1600,PWS,31-10-15,8-8132X
3.72,1200,PWS,30-11-15,8-8132X
7.6,1900,PWS,31-12-15,8-8132X
0.62,200,PWS,31-01-16,8-8132X
0,0,PWS,29-02-16,8-8132X
0,0,PWS,31-03-16,8-8132X
0,0,PWS,30-04-16,8-8132X
3.42,900,PWS,31-05-16,8-8132X
6.5,1300,PWS,30-06-16,8-8132X
42.7,800,WATER,31-07-15,4-6449P
49.7,1000,WATER,31-08-15,4-6449P
46.2,900,WATER,30-09-15,4-6449P
71.2,1500,WATER,31-10-15,4-6449P
35.7,600,WATER,30-11-15,4-6449P
35.7,600,WATER,31-12-15,4-6449P
21.7,200,WATER,31-01-16,4-6449P
18.2,100,WATER,29-02-16,4-6449P
21.7,200,WATER,31-03-16,4-6449P
18.2,100,WATER,30-04-16,4-6449P
35.7,600,WATER,31-05-16,4-6449P
35.7,600,WATER,30-06-16,4-6449P
0,0,PWS,31-07-15,4-6449P
0,0,PWS,31-08-15,4-6449P
3.42,900,PWS,30-09-15,4-6449P
5.85,1500,PWS,31-10-15,4-6449P
1.86,600,PWS,30-11-15,4-6449P
2.4,600,PWS,31-12-15,4-6449P
0.62,200,PWS,31-01-16,4-6449P
0,0,PWS,29-02-16,4-6449P
0,0,PWS,31-03-16,4-6449P
0,0,PWS,30-04-16,4-6449P
2.28,600,PWS,31-05-16,4-6449P
3,600,PWS,30-06-16,4-6449P
79.8,1700,WATER,31-07-15,10-5717J
85.13,1800,WATER,31-08-15,10-5717J
90.46,1900,WATER,30-09-15,10-5717J
85.13,1800,WATER,31-10-15,10-5717J
85.13,1800,WATER,30-11-15,10-5717J
62.6,1300,WATER,31-12-15,10-5717J
46.2,900,WATER,31-01-16,10-5717J
42.7,800,WATER,29-02-16,10-5717J
39.2,700,WATER,31-03-16,10-5717J
71.2,1500,WATER,30-04-16,10-5717J
54,1100,WATER,31-05-16,10-5717J
58.3,1200,WATER,30-06-16,10-5717J
0,0,PWS,31-07-15,10-5717J
0,0,PWS,31-08-15,10-5717J
7.22,1900,PWS,30-09-15,10-5717J
7.02,1800,PWS,31-10-15,10-5717J
5.58,1800,PWS,30-11-15,10-5717J
5.2,1300,PWS,31-12-15,10-5717J
2.79,900,PWS,31-01-16,10-5717J
0,0,PWS,29-02-16,10-5717J
0,0,PWS,31-03-16,10-5717J
0,0,PWS,30-04-16,10-5717J
4.18,1100,PWS,31-05-16,10-5717J
6,1200,PWS,30-06-16,10-5717J
213.05,4200,WATER,31-07-15,12-1896Q
255.69,5000,WATER,31-08-15,12-1896Q
165.08,3300,WATER,30-09-15,12-1896Q
90.46,1900,WATER,31-10-15,12-1896Q
90.46,1900,WATER,30-11-15,12-1896Q
58.3,1200,WATER,31-12-15,12-1896Q
54,1100,WATER,31-01-16,12-1896Q
58.3,1200,WATER,29-02-16,12-1896Q
35.7,600,WATER,31-03-16,12-1896Q
79.8,1700,WATER,30-04-16,12-1896Q
66.9,1400,WATER,31-05-16,12-1896Q
111.78,2300,WATER,30-06-16,12-1896Q
0,0,PWS,31-07-15,12-1896Q
0,0,PWS,31-08-15,12-1896Q
12.54,3300,PWS,30-09-15,12-1896Q
7.41,1900,PWS,31-10-15,12-1896Q
5.89,1900,PWS,30-11-15,12-1896Q
4.8,1200,PWS,31-12-15,12-1896Q
3.41,1100,PWS,31-01-16,12-1896Q
0,0,PWS,29-02-16,12-1896Q
0,0,PWS,31-03-16,12-1896Q
0,0,PWS,30-04-16,12-1896Q
5.32,1400,PWS,31-05-16,12-1896Q
11.5,2300,PWS,30-06-16,12-1896Q
294.93,5600,WATER,31-07-15,10-1067V
314.55,5900,WATER,31-08-15,10-1067V
202.39,4000,WATER,30-09-15,10-1067V
281.85,5400,WATER,31-10-15,10-1067V
181.07,3600,WATER,30-11-15,10-1067V
159.75,3200,WATER,31-12-15,10-1067V
79.8,1700,WATER,31-01-16,10-1067V
75.5,1600,WATER,29-02-16,10-1067V
49.7,1000,WATER,31-03-16,10-1067V
111.78,2300,WATER,30-04-16,10-1067V
175.74,3500,WATER,31-05-16,10-1067V
186.4,3700,WATER,30-06-16,10-1067V
0,0,PWS,31-07-15,10-1067V
0,0,PWS,31-08-15,10-1067V
15.2,4000,PWS,30-09-15,10-1067V
