amount,bill_usage,service,tran_date,account
75.3,1700,WATER,31-08-15,4-1328K
85.24,1900,WATER,30-09-15,4-1328K
105.12,2300,WATER,31-10-15,4-1328K
51.3,1100,WATER,30-11-15,4-1328K
31,500,WATER,31-12-15,4-1328K
34.26,600,WATER,31-01-16,4-1328K
27.74,400,WATER,29-02-16,4-1328K
31,500,WATER,31-03-16,4-1328K
263.75,5400,WATER,30-04-16,4-1328K
3856.43,64200,WATER,31-05-16,4-1328K
538.7,9900,WATER,30-06-16,4-1328K
0,0,PWS,31-07-15,4-1328K
0,0,PWS,31-08-15,4-1328K
7.22,1900,PWS,30-09-15,4-1328K
8.97,2300,PWS,31-10-15,4-1328K
3.41,1100,PWS,30-11-15,4-1328K
2,500,PWS,31-12-15,4-1328K
1.86,600,PWS,31-01-16,4-1328K
0,0,PWS,29-02-16,4-1328K
0,0,PWS,31-03-16,4-1328K
0,0,PWS,30-04-16,4-1328K
243.96,64200,PWS,31-05-16,4-1328K
49.5,9900,PWS,30-06-16,4-1328K
34.26,600,WATER,31-07-15,3-5307T
37.52,700,WATER,31-08-15,3-5307T
44.04,900,WATER,30-09-15,3-5307T
40.78,800,WATER,31-10-15,3-5307T
40.78,800,WATER,30-11-15,3-5307T
40.78,800,WATER,31-12-15,3-5307T
34.26,600,WATER,31-01-16,3-5307T
40.78,800,WATER,29-02-16,3-5307T
34.26,600,WATER,31-03-16,3-5307T
44.04,900,WATER,30-04-16,3-5307T
40.78,800,WATER,31-05-16,3-5307T
47.3,1000,WATER,30-06-16,3-5307T
0,0,PWS,31-07-15,3-5307T
0,0,PWS,31-08-15,3-5307T
3.42,900,PWS,30-09-15,3-5307T
3.12,800,PWS,31-10-15,3-5307T
2.48,800,PWS,30-11-15,3-5307T
3.2,800,PWS,31-12-15,3-5307T
1.86,600,PWS,31-01-16,3-5307T
0,0,PWS,29-02-16,3-5307T
0,0,PWS,31-03-16,3-5307T
0,0,PWS,30-04-16,3-5307T
3.04,800,PWS,31-05-16,3-5307T
5,1000,PWS,30-06-16,3-5307T
14.7,0,WATER,31-07-15,1-8029P
14.7,0,WATER,31-08-15,1-8029P
14.7,0,WATER,30-09-15,1-8029P
14.7,0,WATER,31-10-15,1-8029P
14.7,0,WATER,30-11-15,1-8029P
14.7,0,WATER,31-12-15,1-8029P
14.7,0,WATER,31-01-16,1-8029P
14.7,0,WATER,29-02-16,1-8029P
14.7,0,WATER,31-03-16,1-8029P
14.7,0,WATER,30-04-16,1-8029P
14.7,0,WATER,31-05-16,1-8029P
14.7,0,WATER,30-06-16,1-8029P
0,0,PWS,31-07-15,1-8029P
0,0,PWS,31-08-15,1-8029P
0,0,PWS,30-09-15,1-8029P
0,0,PWS,31-10-15,1-8029P
0,0,PWS,30-11-15,1-8029P
0,0,PWS,31-12-15,1-8029P
0,0,PWS,31-01-16,1-8029P
0,0,PWS,29-02-16,1-8029P
0,0,PWS,31-03-16,1-8029P
0,0,PWS,30-04-16,1-8029P
0,0,PWS,31-05-16,1-8029P
0,0,PWS,30-06-16,1-8029P
14.7,0,WATER,31-07-15,14-3387D
14.7,0,WATER,31-08-15,14-3387D
14.7,0,WATER,30-09-15,14-3387D
14.7,0,WATER,31-10-15,14-3387D
14.7,0,WATER,30-11-15,14-3387D
14.7,0,WATER,31-12-15,14-3387D
14.7,0,WATER,31-01-16,14-3387D
14.7,0,WATER,29-02-16,14-3387D
14.7,0,WATER,31-03-16,14-3387D
17.96,100,WATER,30-04-16,14-3387D
14.7,0,WATER,31-05-16,14-3387D
14.7,0,WATER,30-06-16,14-3387D
0,0,PWS,31-07-15,14-3387D
0,0,PWS,31-08-15,14-3387D
0,0,PWS,30-09-15,14-3387D
0,0,PWS,31-10-15,14-3387D
0,0,PWS,30-11-15,14-3387D
0,0,PWS,31-12-15,14-3387D
0,0,PWS,31-01-16,14-3387D
0,0,PWS,29-02-16,14-3387D
0,0,PWS,31-03-16,14-3387D
0,0,PWS,30-04-16,14-3387D
0,0,PWS,31-05-16,14-3387D
0,0,PWS,30-06-16,14-3387D
63.3,1400,WATER,31-07-15,1-1940Z
75.3,1700,WATER,31-08-15,1-1940Z
55.3,1200,WATER,30-09-15,1-1940Z
71.3,1600,WATER,31-10-15,1-1940Z
51.3,1100,WATER,30-11-15,1-1940Z
47.3,1000,WATER,31-12-15,1-1940Z
51.3,1100,WATER,31-01-16,1-1940Z
40.78,800,WATER,29-02-16,1-1940Z
47.3,1000,WATER,31-03-16,1-1940Z
51.3,1100,WATER,30-04-16,1-1940Z
51.3,1100,WATER,31-05-16,1-1940Z
47.3,1000,WATER,30-06-16,1-1940Z
0,0,PWS,31-07-15,1-1940Z
0,0,PWS,31-08-15,1-1940Z
4.56,1200,PWS,30-09-15,1-1940Z
6.24,1600,PWS,31-10-15,1-1940Z
3.41,1100,PWS,30-11-15,1-1940Z
4,1000,PWS,31-12-15,1-1940Z
3.41,1100,PWS,31-01-16,1-1940Z
0,0,PWS,29-02-16,1-1940Z
0,0,PWS,31-03-16,1-1940Z
0,0,PWS,30-04-16,1-1940Z
4.18,1100,PWS,31-05-16,1-1940Z
5,1000,PWS,30-06-16,1-1940Z
37.52,700,WATER,31-07-15,5-4361U
31,500,WATER,31-08-15,5-4361U
27.74,400,WATER,30-09-15,5-4361U
31,500,WATER,31-10-15,5-4361U
27.74,400,WATER,30-11-15,5-4361U
21.22,200,WATER,31-12-15,5-4361U
14.7,0,WATER,31-01-16,5-4361U
21.22,200,WATER,29-02-16,5-4361U
21.22,200,WATER,31-03-16,5-4361U
21.22,200,WATER,30-04-16,5-4361U
71.3,1600,WATER,31-05-16,5-4361U
27.74,400,WATER,30-06-16,5-4361U
0,0,PWS,31-07-15,5-4361U
0,0,PWS,31-08-15,5-4361U
1.52,400,PWS,30-09-15,5-4361U
1.95,500,PWS,31-10-15,5-4361U
1.24,400,PWS,30-11-15,5-4361U
0.8,200,PWS,31-12-15,5-4361U
0,0,PWS,31-01-16,5-4361U
0,0,PWS,29-02-16,5-4361U
0,0,PWS,31-03-16,5-4361U
0,0,PWS,30-04-16,5-4361U
6.08,1600,PWS,31-05-16,5-4361U
2,400,PWS,30-06-16,5-4361U
306.52,6100,WATER,31-07-15,14-5485J
288.19,5800,WATER,31-08-15,14-5485J
288.19,5800,WATER,30-09-15,14-5485J
263.75,5400,WATER,31-10-15,14-5485J
179.67,3800,WATER,30-11-15,14-5485J
115.06,2500,WATER,31-12-15,14-5485J
59.3,1300,WATER,31-01-16,14-5485J
110.09,2400,WATER,29-02-16,14-5485J
100.15,2200,WATER,31-03-16,14-5485J
214.46,4500,WATER,30-04-16,14-5485J
288.19,5800,WATER,31-05-16,14-5485J
269.86,5500,WATER,30-06-16,14-5485J
0,0,PWS,31-07-15,14-5485J
0,0,PWS,31-08-15,14-5485J
22.04,5800,PWS,30-09-15,14-5485J
21.06,5400,PWS,31-10-15,14-5485J
11.78,3800,PWS,30-11-15,14-5485J
10,2500,PWS,31-12-15,14-5485J
4.03,1300,PWS,31-01-16,14-5485J
0,0,PWS,29-02-16,14-5485J
0,0,PWS,31-03-16,14-5485J
0,0,PWS,30-04-16,14-5485J
22.04,5800,PWS,31-05-16,14-5485J
27.5,5500,PWS,30-06-16,14-5485J
63.3,1400,WATER,31-07-15,14-1055W
100.15,2200,WATER,31-08-15,14-1055W
47.3,1000,WATER,30-09-15,14-1055W
59.3,1300,WATER,31-10-15,14-1055W
59.3,1300,WATER,30-11-15,14-1055W
34.26,600,WATER,31-12-15,14-1055W
44.04,900,WATER,31-01-16,14-1055W
34.26,600,WATER,29-02-16,14-1055W
27.74,400,WATER,31-03-16,14-1055W
40.78,800,WATER,30-04-16,14-1055W
59.3,1300,WATER,31-05-16,14-1055W
67.3,1500,WATER,30-06-16,14-1055W
0,0,PWS,31-07-15,14-1055W
0,0,PWS,31-08-15,14-1055W
3.8,1000,PWS,30-09-15,14-1055W
5.07,1300,PWS,31-10-15,14-1055W
4.03,1300,PWS,30-11-15,14-1055W
2.4,600,PWS,31-12-15,14-1055W
2.79,900,PWS,31-01-16,14-1055W
0,0,PWS,29-02-16,14-1055W
0,0,PWS,31-03-16,14-1055W
0,0,PWS,30-04-16,14-1055W
4.94,1300,PWS,31-05-16,14-1055W
7.5,1500,PWS,30-06-16,14-1055W
31,500,WATER,31-07-15,10-3910X
44.04,900,WATER,31-08-15,10-3910X
55.3,1200,WATER,30-09-15,10-3910X
67.3,1500,WATER,31-10-15,10-3910X
67.3,1500,WATER,30-11-15,10-3910X
55.3,1200,WATER,31-12-15,10-3910X
44.04,900,WATER,31-01-16,10-3910X
47.3,1000,WATER,29-02-16,10-3910X
40.78,800,WATER,31-03-16,10-3910X
47.3,1000,WATER,30-04-16,10-3910X
47.3,1000,WATER,31-05-16,10-3910X
44.04,900,WATER,30-06-16,10-3910X
0,0,PWS,31-07-15,10-3910X
0,0,PWS,31-08-15,10-3910X
4.56,1200,PWS,30-09-15,10-3910X
5.85,1500,PWS,31-10-15,10-3910X
4.65,1500,PWS,30-11-15,10-3910X
4.8,1200,PWS,31-12-15,10-3910X
2.79,900,PWS,31-01-16,10-3910X
0,0,PWS,29-02-16,10-3910X
0,0,PWS,31-03-16,10-3910X
0,0,PWS,30-04-16,10-3910X
3.8,1000,PWS,31-05-16,10-3910X
4.5,900,PWS,30-06-16,10-3910X
71.3,1600,WATER,31-07-15,13-7351K
44.04,900,WATER,31-08-15,13-7351K
55.3,1200,WATER,30-09-15,13-7351K
71.3,1600,WATER,31-10-15,13-7351K
80.27,1800,WATER,30-11-15,13-7351K
40.78,800,WATER,31-12-15,13-7351K
34.26,600,WATER,31-01-16,13-7351K
37.52,700,WATER,29-02-16,13-7351K
34.26,600,WATER,31-03-16,13-7351K
40.78,800,WATER,30-04-16,13-7351K
51.3,1100,WATER,31-05-16,13-7351K
47.3,1000,WATER,30-06-16,13-7351K
2.81,0,DWELLING C,31-07-15,13-7351K
2.81,0,DWELLING C,31-08-15,13-7351K
5.62,0,DWELLING C,31-03-16,13-7351K
5.62,0,DWELLING C,30-04-16,13-7351K
5.62,0,DWELLING C,31-05-16,13-7351K
5.62,0,DWELLING C,30-06-16,13-7351K
0,0,PWS,31-07-15,13-7351K
0,0,PWS,31-08-15,13-7351K
4.56,1200,PWS,30-09-15,13-7351K
6.24,1600,PWS,31-10-15,13-7351K
5.58,1800,PWS,30-11-15,13-7351K
3.2,800,PWS,31-12-15,13-7351K
1.86,600,PWS,31-01-16,13-7351K
0,0,PWS,29-02-16,13-7351K
0,0,PWS,31-03-16,13-7351K
0,0,PWS,30-04-16,13-7351K
4.18,1100,PWS,31-05-16,13-7351K
5,1000,PWS,30-06-16,13-7351K
776.99,13800,WATER,31-07-15,15-2306L
831.98,14700,WATER,31-08-15,15-2306L
764.77,13600,WATER,30-09-15,15-2306L
1051.94,18300,WATER,31-10-15,15-2306L
612.02,11100,WATER,30-11-15,15-2306L
618.13,11200,WATER,31-12-15,15-2306L
459.27,8600,WATER,31-01-16,15-2306L
282.08,5700,WATER,29-02-16,15-2306L
245.42,5100,WATER,31-03-16,15-2306L
966.4,16900,WATER,30-04-16,15-2306L
624.24,11300,WATER,31-05-16,15-2306L
972.51,17000,WATER,30-06-16,15-2306L
2.81,0,DWELLING C,31-07-15,15-2306L
2.81,0,DWELLING C,31-08-15,15-2306L
5.62,0,DWELLING C,31-03-16,15-2306L
5.62,0,DWELLING C,30-04-16,15-2306L
5.62,0,DWELLING C,31-05-16,15-2306L
5.62,0,DWELLING C,30-06-16,15-2306L
0,0,PWS,31-07-15,15-2306L
0,0,PWS,31-08-15,15-2306L
51.68,13600,PWS,30-09-15,15-2306L
71.37,18300,PWS,31-10-15,15-2306L
34.41,11100,PWS,30-11-15,15-2306L
44.8,11200,PWS,31-12-15,15-2306L
26.66,8600,PWS,31-01-16,15-2306L
0,0,PWS,29-02-16,15-2306L
0,0,PWS,31-03-16,15-2306L
0,0,PWS,30-04-16,15-2306L
42.94,11300,PWS,31-05-16,15-2306L
85,17000,PWS,30-06-16,15-2306L
229.37,4800,WATER,31-07-15,8-9703E
199.55,4200,WATER,31-08-15,8-9703E
95.18,2100,WATER,30-09-15,8-9703E
100.15,2200,WATER,31-10-15,8-9703E
75.3,1700,WATER,30-11-15,8-9703E
59.3,1300,WATER,31-12-15,8-9703E
55.3,1200,WATER,31-01-16,8-9703E
134.94,2900,WATER,29-02-16,8-9703E
21.22,200,WATER,31-03-16,8-9703E
24.48,300,WATER,30-04-16,8-9703E
63.3,1400,WATER,31-05-16,8-9703E
67.3,1500,WATER,30-06-16,8-9703E
0,0,PWS,31-07-15,8-9703E
0,0,PWS,31-08-15,8-9703E
7.98,2100,PWS,30-09-15,8-9703E
8.58,2200,PWS,31-10-15,8-9703E
5.27,1700,PWS,30-11-15,8-9703E
5.2,1300,PWS,31-12-15,8-9703E
3.72,1200,PWS,31-01-16,8-9703E
0,0,PWS,29-02-16,8-9703E
0,0,PWS,31-03-16,8-9703E
0,0,PWS,30-04-16,8-9703E
5.32,1400,PWS,31-05-16,8-9703E
7.5,1500,PWS,30-06-16,8-9703E
80.27,1800,WATER,31-07-15,5-7076J
59.3,1300,WATER,31-08-15,5-7076J
80.27,1800,WATER,30-09-15,5-7076J
40.78,800,WATER,31-10-15,5-7076J
34.26,600,WATER,30-11-15,5-7076J
55.3,1200,WATER,31-12-15,5-7076J
31,500,WATER,31-01-16,5-7076J
21.22,200,WATER,29-02-16,5-7076J
21.22,200,WATER,31-03-16,5-7076J
21.22,200,WATER,30-04-16,5-7076J
34.26,600,WATER,31-05-16,5-7076J
67.3,1500,WATER,30-06-16,5-7076J
0,0,PWS,31-07-15,5-7076J
0,0,PWS,31-08-15,5-7076J
6.84,1800,PWS,30-09-15,5-7076J
3.12,800,PWS,31-10-15,5-7076J
1.86,600,PWS,30-11-15,5-7076J
4.8,1200,PWS,31-12-15,5-7076J
1.55,500,PWS,31-01-16,5-7076J
0,0,PWS,29-02-16,5-7076J
0,0,PWS,31-03-16,5-7076J
0,0,PWS,30-04-16,5-7076J
2.28,600,PWS,31-05-16,5-7076J
7.5,1500,PWS,30-06-16,5-7076J
169.73,3600,WATER,31-07-15,9-7032I
199.55,4200,WATER,31-08-15,9-7032I
159.79,3400,WATER,30-09-15,9-7032I
251.53,5200,WATER,31-10-15,9-7032I
110.09,2400,WATER,30-11-15,9-7032I
85.24,1900,WATER,31-12-15,9-7032I
67.3,1500,WATER,31-01-16,9-7032I
51.3,1100,WATER,29-02-16,9-7032I
44.04,900,WATER,31-03-16,9-7032I
51.3,1100,WATER,30-04-16,9-7032I
55.3,1200,WATER,31-05-16,9-7032I
75.3,1700,WATER,30-06-16,9-7032I
0,0,PWS,31-07-15,9-7032I
0,0,PWS,31-08-15,9-7032I
12.92,3400,PWS,30-09-15,9-7032I
20.28,5200,PWS,31-10-15,9-7032I
7.44,2400,PWS,30-11-15,9-7032I
7.6,1900,PWS,31-12-15,9-7032I
4.65,1500,PWS,31-01-16,9-7032I
0,0,PWS,29-02-16,9-7032I
0,0,PWS,31-03-16,9-7032I
0,0,PWS,30-04-16,9-7032I
4.56,1200,PWS,31-05-16,9-7032I
8.5,1700,PWS,30-06-16,9-7032I
17.96,100,WATER,30-06-16,9-9835W
0.5,100,PWS,30-06-16,9-9835W
0,0,WATER,30-09-15,4-7400M
85.24,1900,WATER,31-10-15,4-7400M
17.96,100,WATER,30-11-15,4-7400M
14.7,0,WATER,31-12-15,4-7400M
14.7,0,WATER,31-01-16,4-7400M
14.7,0,WATER,29-02-16,4-7400M
14.7,0,WATER,31-03-16,4-7400M
14.7,0,WATER,30-04-16,4-7400M
14.7,0,WATER,31-05-16,4-7400M
17.96,100,WATER,30-06-16,4-7400M
0,0,PWS,30-09-15,4-7400M
7.41,1900,PWS,31-10-15,4-7400M
0.31,100,PWS,30-11-15,4-7400M
0,0,PWS,31-12-15,4-7400M
0,0,PWS,31-01-16,4-7400M
0,0,PWS,29-02-16,4-7400M
0,0,PWS,31-03-16,4-7400M
0,0,PWS,30-04-16,4-7400M
0,0,PWS,31-05-16,4-7400M
0.38,100,PWS,30-06-16,4-7400M
37.52,700,WATER,31-07-15,15-5422F
55.3,1200,WATER,31-08-15,15-5422F
0,0,WATER,30-09-15,15-5422F
0,0,PWS,31-07-15,15-5422F
0,0,PWS,31-08-15,15-5422F
0,0,PWS,30-09-15,15-5422F
144.88,3100,WATER,31-07-15,6-4682W
129.97,2800,WATER,31-08-15,6-4682W
134.94,2900,WATER,30-09-15,6-4682W
110.09,2400,WATER,31-10-15,6-4682W
59.3,1300,WATER,30-11-15,6-4682W
55.3,1200,WATER,31-12-15,6-4682W
63.3,1400,WATER,31-01-16,6-4682W
51.3,1100,WATER,29-02-16,6-4682W
63.3,1400,WATER,31-03-16,6-4682W
55.3,1200,WATER,30-04-16,6-4682W
55.3,1200,WATER,31-05-16,6-4682W
209.49,4400,WATER,30-06-16,6-4682W
2.81,0,DWELLING C,31-07-15,6-4682W
2.81,0,DWELLING C,31-08-15,6-4682W
5.62,0,DWELLING C,31-03-16,6-4682W
5.62,0,DWELLING C,30-04-16,6-4682W
5.62,0,DWELLING C,31-05-16,6-4682W
5.62,0,DWELLING C,30-06-16,6-4682W
0,0,PWS,31-07-15,6-4682W
0,0,PWS,31-08-15,6-4682W
11.02,2900,PWS,30-09-15,6-4682W
9.36,2400,PWS,31-10-15,6-4682W
4.03,1300,PWS,30-11-15,6-4682W
4.8,1200,PWS,31-12-15,6-4682W
4.34,1400,PWS,31-01-16,6-4682W
0,0,PWS,29-02-16,6-4682W
0,0,PWS,31-03-16,6-4682W
0,0,PWS,30-04-16,6-4682W
4.56,1200,PWS,31-05-16,6-4682W
22,4400,PWS,30-06-16,6-4682W
210.6,3800,WATER,31-07-15,8-9458E
343.56,6200,WATER,31-08-15,8-9458E
68.45,700,WATER,30-09-15,8-9458E
477.98,8400,WATER,31-10-15,8-9458E
65.19,600,WATER,30-11-15,8-9458E
61.93,500,WATER,31-12-15,8-9458E
52.15,200,WATER,31-01-16,8-9458E
496.31,8700,WATER,29-02-16,8-9458E
52.15,200,WATER,31-03-16,8-9458E
190.72,3400,WATER,30-04-16,8-9458E
255.33,4700,WATER,31-05-16,8-9458E
74.97,900,WATER,30-06-16,8-9458E
0,0,PWS,31-07-15,8-9458E
0,0,PWS,31-08-15,8-9458E
2.66,700,PWS,30-09-15,8-9458E
32.76,8400,PWS,31-10-15,8-9458E
1.86,600,PWS,30-11-15,8-9458E
2,500,PWS,31-12-15,8-9458E
0.62,200,PWS,31-01-16,8-9458E
0,0,PWS,29-02-16,8-9458E
0,0,PWS,31-03-16,8-9458E
0,0,PWS,30-04-16,8-9458E
17.86,4700,PWS,31-05-16,8-9458E
4.5,900,PWS,30-06-16,8-9458E
14.7,0,WATER,31-07-15,8-8957P
14.7,0,WATER,31-08-15,8-8957P
14.7,0,WATER,30-09-15,8-8957P
14.7,0,WATER,31-10-15,8-8957P
14.7,0,WATER,30-11-15,8-8957P
110.09,2400,WATER,31-12-15,8-8957P
55.3,1200,WATER,31-01-16,8-8957P
14.7,0,WATER,29-02-16,8-8957P
14.7,0,WATER,31-03-16,8-8957P
14.7,0,WATER,30-04-16,8-8957P
14.7,0,WATER,31-05-16,8-8957P
14.7,0,WATER,30-06-16,8-8957P
0,0,PWS,31-07-15,8-8957P
0,0,PWS,31-08-15,8-8957P
0,0,PWS,30-09-15,8-8957P
0,0,PWS,31-10-15,8-8957P
0,0,PWS,30-11-15,8-8957P
9.6,2400,PWS,31-12-15,8-8957P
3.72,1200,PWS,31-01-16,8-8957P
0,0,PWS,29-02-16,8-8957P
0,0,PWS,31-03-16,8-8957P
0,0,PWS,30-04-16,8-8957P
0,0,PWS,31-05-16,8-8957P
0,0,PWS,30-06-16,8-8957P
422.99,7500,WATER,31-07-15,10-6248S
477.98,8400,WATER,31-08-15,10-6248S
789.59,13500,WATER,30-09-15,10-6248S
685.72,11800,WATER,31-10-15,10-6248S
282.46,5200,WATER,30-11-15,10-6248S
477.98,8400,WATER,31-12-15,10-6248S
190.72,3400,WATER,31-01-16,10-6248S
160.9,2800,WATER,29-02-16,10-6248S
361.89,6500,WATER,31-03-16,10-6248S
68.45,700,WATER,30-04-16,10-6248S
136.05,2300,WATER,31-05-16,10-6248S
235.45,4300,WATER,30-06-16,10-6248S
0,0,PWS,31-07-15,10-6248S
0,0,PWS,31-08-15,10-6248S
51.3,13500,PWS,30-09-15,10-6248S
46.02,11800,PWS,31-10-15,10-6248S
16.12,5200,PWS,30-11-15,10-6248S
33.6,8400,PWS,31-12-15,10-6248S
10.54,3400,PWS,31-01-16,10-6248S
0,0,PWS,29-02-16,10-6248S
0,0,PWS,31-03-16,10-6248S
0,0,PWS,30-04-16,10-6248S
8.74,2300,PWS,31-05-16,10-6248S
21.5,4300,PWS,30-06-16,10-6248S
102.23,1600,WATER,31-07-15,7-6724N
205.63,3700,WATER,31-08-15,7-6724N
145.99,2500,WATER,30-09-15,7-6724N
170.84,3000,WATER,31-10-15,7-6724N
160.9,2800,WATER,30-11-15,7-6724N
102.23,1600,WATER,31-12-15,7-6724N
102.23,1600,WATER,31-01-16,7-6724N
175.81,3100,WATER,29-02-16,7-6724N
145.99,2500,WATER,31-03-16,7-6724N
78.23,1000,WATER,30-04-16,7-6724N
319.12,5800,WATER,31-05-16,7-6724N
260.3,4800,WATER,30-06-16,7-6724N
0,0,PWS,31-07-15,7-6724N
0,0,PWS,31-08-15,7-6724N
9.5,2500,PWS,30-09-15,7-6724N
11.7,3000,PWS,31-10-15,7-6724N
8.68,2800,PWS,30-11-15,7-6724N
6.4,1600,PWS,31-12-15,7-6724N
4.96,1600,PWS,31-01-16,7-6724N
0,0,PWS,29-02-16,7-6724N
0,0,PWS,31-03-16,7-6724N
0,0,PWS,30-04-16,7-6724N
22.04,5800,PWS,31-05-16,7-6724N
24,4800,PWS,30-06-16,7-6724N
95.18,2100,WATER,31-07-15,11-5391H
95.18,2100,WATER,31-08-15,11-5391H
75.3,1700,WATER,30-09-15,11-5391H
85.24,1900,WATER,31-10-15,11-5391H
71.3,1600,WATER,30-11-15,11-5391H
59.3,1300,WATER,31-12-15,11-5391H
80.27,1800,WATER,31-01-16,11-5391H
71.3,1600,WATER,29-02-16,11-5391H
59.3,1300,WATER,31-03-16,11-5391H
71.3,1600,WATER,30-04-16,11-5391H
75.3,1700,WATER,31-05-16,11-5391H
71.3,1600,WATER,30-06-16,11-5391H
0,0,PWS,31-07-15,11-5391H
0,0,PWS,31-08-15,11-5391H
6.46,1700,PWS,30-09-15,11-5391H
7.41,1900,PWS,31-10-15,11-5391H
4.96,1600,PWS,30-11-15,11-5391H
5.2,1300,PWS,31-12-15,11-5391H
5.58,1800,PWS,31-01-16,11-5391H
0,0,PWS,29-02-16,11-5391H
0,0,PWS,31-03-16,11-5391H
0,0,PWS,30-04-16,11-5391H
6.46,1700,PWS,31-05-16,11-5391H
8,1600,PWS,30-06-16,11-5391H
80.27,1800,WATER,31-07-15,10-6966A
100.15,2200,WATER,31-08-15,10-6966A
80.27,1800,WATER,30-09-15,10-6966A
90.21,2000,WATER,31-10-15,10-6966A
90.21,2000,WATER,30-11-15,10-6966A
67.3,1500,WATER,31-12-15,10-6966A
40.78,800,WATER,31-01-16,10-6966A
40.78,800,WATER,29-02-16,10-6966A
37.52,700,WATER,31-03-16,10-6966A
40.78,800,WATER,30-04-16,10-6966A
40.78,800,WATER,31-05-16,10-6966A
40.78,800,WATER,30-06-16,10-6966A
2.81,0,DWELLING C,31-07-15,10-6966A
2.81,0,DWELLING C,31-08-15,10-6966A
5.62,0,DWELLING C,31-03-16,10-6966A
5.62,0,DWELLING C,30-04-16,10-6966A
5.62,0,DWELLING C,31-05-16,10-6966A
5.62,0,DWELLING C,30-06-16,10-6966A
0,0,PWS,31-07-15,10-6966A
0,0,PWS,31-08-15,10-6966A
6.84,1800,PWS,30-09-15,10-6966A
7.8,2000,PWS,31-10-15,10-6966A
6.2,2000,PWS,30-11-15,10-6966A
6,1500,PWS,31-12-15,10-6966A
2.48,800,PWS,31-01-16,10-6966A
0,0,PWS,29-02-16,10-6966A
0,0,PWS,31-03-16,10-6966A
0,0,PWS,30-04-16,10-6966A
3.04,800,PWS,31-05-16,10-6966A
4,800,PWS,30-06-16,10-6966A
75.3,1700,WATER,31-07-15,5-8096W
95.18,2100,WATER,31-08-15,5-8096W
71.3,1600,WATER,30-09-15,5-8096W
90.21,2000,WATER,31-10-15,5-8096W
75.3,1700,WATER,30-11-15,5-8096W
51.3,1100,WATER,31-12-15,5-8096W
55.3,1200,WATER,31-01-16,5-8096W
59.3,1300,WATER,29-02-16,5-8096W
51.3,1100,WATER,31-03-16,5-8096W
59.3,1300,WATER,30-04-16,5-8096W
51.3,1100,WATER,31-05-16,5-8096W
67.3,1500,WATER,30-06-16,5-8096W
0,0,PWS,31-07-15,5-8096W
0,0,PWS,31-08-15,5-8096W
6.08,1600,PWS,30-09-15,5-8096W
7.8,2000,PWS,31-10-15,5-8096W
5.27,1700,PWS,30-11-15,5-8096W
4.4,1100,PWS,31-12-15,5-8096W
3.72,1200,PWS,31-01-16,5-8096W
0,0,PWS,29-02-16,5-8096W
0,0,PWS,31-03-16,5-8096W
0,0,PWS,30-04-16,5-8096W
4.18,1100,PWS,31-05-16,5-8096W
7.5,1500,PWS,30-06-16,5-8096W
34.26,600,WATER,31-07-15,3-4013X
47.3,1000,WATER,31-08-15,3-4013X
44.04,900,WATER,30-09-15,3-4013X
34.26,600,WATER,31-10-15,3-4013X
24.48,300,WATER,30-11-15,3-4013X
27.74,400,WATER,31-12-15,3-4013X
27.74,400,WATER,31-01-16,3-4013X
37.52,700,WATER,29-02-16,3-4013X
34.26,600,WATER,31-03-16,3-4013X
34.26,600,WATER,30-04-16,3-4013X
34.26,600,WATER,31-05-16,3-4013X
31,500,WATER,30-06-16,3-4013X
0,0,PWS,31-07-15,3-4013X
0,0,PWS,31-08-15,3-4013X
3.42,900,PWS,30-09-15,3-4013X
2.34,600,PWS,31-10-15,3-4013X
0.93,300,PWS,30-11-15,3-4013X
1.6,400,PWS,31-12-15,3-4013X
1.24,400,PWS,31-01-16,3-4013X
0,0,PWS,29-02-16,3-4013X
0,0,PWS,31-03-16,3-4013X
0,0,PWS,30-04-16,3-4013X
2.28,600,PWS,31-05-16,3-4013X
2.5,500,PWS,30-06-16,3-4013X
37.52,700,WATER,31-07-15,7-4488F
44.04,900,WATER,31-08-15,7-4488F
40.78,800,WATER,30-09-15,7-4488F
44.04,900,WATER,31-10-15,7-4488F
37.52,700,WATER,30-11-15,7-4488F
34.26,600,WATER,31-12-15,7-4488F
47.3,1000,WATER,31-01-16,7-4488F
44.04,900,WATER,29-02-16,7-4488F
37.52,700,WATER,31-03-16,7-4488F
40.78,800,WATER,30-04-16,7-4488F
37.52,700,WATER,31-05-16,7-4488F
37.52,700,WATER,30-06-16,7-4488F
0,0,PWS,31-07-15,7-4488F
0,0,PWS,31-08-15,7-4488F
3.04,800,PWS,30-09-15,7-4488F
3.51,900,PWS,31-10-15,7-4488F
2.17,700,PWS,30-11-15,7-4488F
2.4,600,PWS,31-12-15,7-4488F
3.1,1000,PWS,31-01-16,7-4488F
0,0,PWS,29-02-16,7-4488F
0,0,PWS,31-03-16,7-4488F
0,0,PWS,30-04-16,7-4488F
2.66,700,PWS,31-05-16,7-4488F
3.5,700,PWS,30-06-16,7-4488F
47.3,1000,WATER,31-07-15,8-3825T
59.3,1300,WATER,31-08-15,8-3825T
47.3,1000,WATER,30-09-15,8-3825T
51.3,1100,WATER,31-10-15,8-3825T
44.04,900,WATER,30-11-15,8-3825T
44.04,900,WATER,31-12-15,8-3825T
55.3,1200,WATER,31-01-16,8-3825T
